INFLOW_SGG_CD,tot,관내/관외,SGG_CD,SGG_NM,SIDO_NM,영역 구분
44710,5834.05625,관내,44710,금산군,충청남도,0
30110,745.22375,관외,30110,동구,대전광역시,0
30170,726.2429166666667,관외,30170,서구,대전광역시,0
30140,622.0275,관외,30140,중구,대전광역시,0
30230,355.92291666666665,관외,30230,대덕구,대전광역시,0
30200,345.3833333333333,관외,30200,유성구,대전광역시,0
36110,177.64958333333334,관외,36110,세종특별자치시,세종특별자치시,0
52730,123.76708333333333,관외,52730,무주군,전북특별자치도,0
43730,92.89666666666668,관외,43730,옥천군,충청북도,0
44230,85.44500000000001,관내,44230,논산시,충청남도,0
48170,81.76208333333334,관외,48170,진주시,경상남도,0
43740,76.20083333333334,관외,43740,영동군,충청북도,0
44133,71.02000000000001,관내,44133,천안시 서북구,충청남도,0
43113,65.88333333333334,관외,43113,청주시 흥덕구,충청북도,0
44131,63.25083333333334,관내,44131,천안시 동남구,충청남도,0
52140,58.96958333333334,관외,52140,익산시,전북특별자치도,0
44200,57.05666666666667,관내,44200,아산시,충청남도,0
47190,55.07041666666667,관외,47190,구미시,경상북도,0
43112,52.88458333333334,관외,43112,청주시 서원구,충청북도,0
41220,49.23791666666667,관외,41220,평택시,경기도,0
27290,48.319583333333334,관외,27290,달서구,대구광역시,0
52111,46.79625,관외,52111,전주시 완산구,전북특별자치도,0
52113,45.11416666666667,관외,52113,전주시 덕진구,전북특별자치도,0
47150,44.25541666666667,관외,47150,김천시,경상북도,0
44150,43.41583333333334,관내,44150,공주시,충청남도,0
41590,42.92208333333334,관외,41590,화성시,경기도,0
43111,39.8725,관외,43111,청주시 상당구,충청북도,0
29170,39.59791666666667,관외,29170,북구,광주광역시,0
52720,36.49125,관외,52720,진안군,전북특별자치도,0
27230,34.055416666666666,관외,27230,북구,대구광역시,0
43114,33.2025,관외,43114,청주시 청원구,충청북도,0
52130,32.50958333333333,관외,52130,군산시,전북특별자치도,0
43770,32.32875000000001,관외,43770,음성군,충청북도,0
48310,30.266250000000003,관외,48310,거제시,경상남도,0
52710,29.31291666666667,관외,52710,완주군,전북특별자치도,0
44250,28.235833333333336,관내,44250,계룡시,충청남도,0
44810,28.068333333333335,관내,44810,예산군,충청남도,0
27140,26.650833333333335,관외,27140,동구,대구광역시,0
29140,25.759583333333335,관외,29140,서구,광주광역시,0
27170,25.535833333333336,관외,27170,서구,대구광역시,0
48240,25.222916666666666,관외,48240,사천시,경상남도,0
44270,24.843333333333337,관내,44270,당진시,충청남도,0
29200,24.835833333333337,관외,29200,광산구,광주광역시,0
44180,23.09,관내,44180,보령시,충청남도,0
44800,22.968750000000004,관내,44800,홍성군,충청남도,0
11620,22.354583333333334,관외,11620,관악구,서울특별시,0
27710,21.7875,관외,27710,달성군,대구광역시,0
48220,21.649583333333336,관외,48220,통영시,경상남도,0
11710,21.386666666666667,관외,11710,송파구,서울특별시,0
41360,21.060833333333335,관외,41360,남양주시,경기도,0
48880,20.593333333333334,관외,48880,거창군,경상남도,0
48250,20.0975,관외,48250,김해시,경상남도,0
46130,19.5425,관외,46130,여수시,전라남도,0
41610,18.87166666666667,관외,41610,광주시,경기도,0
48121,18.79791666666667,관외,48121,창원시 의창구,경상남도,0
47113,18.749166666666667,관외,47113,포항시 북구,경상북도,0
48125,18.703333333333333,관외,48125,창원시 마산합포구,경상남도,0
44760,18.467083333333335,관내,44760,부여군,충청남도,0
28260,18.27916666666667,관외,28260,서구,인천광역시,0
27260,18.072916666666668,관외,27260,수성구,대구광역시,0
46150,17.949583333333333,관외,46150,순천시,전라남도,0
41461,17.87875,관외,41461,용인시 처인구,경기도,0
44210,17.69,관내,44210,서산시,충청남도,0
41550,17.537916666666668,관외,41550,안성시,경기도,0
41113,17.297083333333333,관외,41113,수원시 권선구,경기도,0
28200,17.070833333333333,관외,28200,남동구,인천광역시,0
11380,16.960833333333333,관외,11380,은평구,서울특별시,0
41390,16.81875,관외,41390,시흥시,경기도,0
29155,16.781666666666666,관외,29155,남구,광주광역시,0
47111,16.767083333333336,관외,47111,포항시 남구,경상북도,0
41117,16.507916666666667,관외,41117,수원시 영통구,경기도,0
48127,16.075833333333335,관외,48127,창원시 마산회원구,경상남도,0
11500,15.98375,관외,11500,강서구,서울특별시,0
11590,15.907083333333334,관외,11590,동작구,서울특별시,0
41111,15.8375,관외,41111,수원시 장안구,경기도,0
11350,15.357500000000002,관외,11350,노원구,서울특별시,0
41271,15.352500000000001,관외,41271,안산시 상록구,경기도,0
11470,15.343333333333334,관외,11470,양천구,서울특별시,0
41463,15.146666666666668,관외,41463,용인시 기흥구,경기도,0
52740,14.872916666666669,관외,52740,장수군,전북특별자치도,0
41273,14.793333333333335,관외,41273,안산시 단원구,경기도,0
11290,14.76875,관외,11290,성북구,서울특별시,0
28237,14.750416666666668,관외,28237,부평구,인천광역시,0
41370,14.676250000000001,관외,41370,오산시,경기도,0
41500,14.315833333333334,관외,41500,이천시,경기도,0
48123,14.27125,관외,48123,창원시 성산구,경상남도,0
11545,14.088750000000001,관외,11545,금천구,서울특별시,0
41192,13.884166666666667,관외,41192,부천시 원미구,경기도,0
41131,13.872916666666667,관외,41131,성남시 수정구,경기도,0
44790,13.722500000000002,관내,44790,청양군,충청남도,0
43720,13.705416666666668,관외,43720,보은군,충청북도,0
48870,13.461250000000001,관외,48870,함양군,경상남도,0
47290,13.350416666666668,관외,47290,경산시,경상북도,0
11740,13.287500000000001,관외,11740,강동구,서울특별시,0
46110,13.003333333333334,관외,46110,목포시,전라남도,0
27200,12.8575,관외,27200,남구,대구광역시,0
26230,12.604166666666668,관외,26230,부산진구,부산광역시,0
47250,12.459166666666668,관외,47250,상주시,경상북도,0
52210,12.400416666666667,관외,52210,김제시,전북특별자치도,0
41450,12.276250000000001,관외,41450,하남시,경기도,0
44770,12.271666666666667,관내,44770,서천군,충청남도,0
11650,12.197916666666668,관외,11650,서초구,서울특별시,0
46230,12.043333333333335,관외,46230,광양시,전라남도,0
41115,11.849583333333333,관외,41115,수원시 팔달구,경기도,0
41210,11.820416666666668,관외,41210,광명시,경기도,0
11560,11.674166666666668,관외,11560,영등포구,서울특별시,0
11260,11.487916666666667,관외,11260,중랑구,서울특별시,0
28177,11.481666666666667,관외,28177,미추홀구,인천광역시,0
41281,11.455833333333334,관외,41281,고양시 덕양구,경기도,0
41135,11.375,관외,41135,성남시 분당구,경기도,0
41410,11.362916666666667,관외,41410,군포시,경기도,0
11530,11.327083333333334,관외,11530,구로구,서울특별시,0
47850,11.316666666666668,관외,47850,칠곡군,경상북도,0
11215,11.315833333333334,관외,11215,광진구,서울특별시,0
48270,11.280000000000001,관외,48270,밀양시,경상남도,0
11680,11.265416666666667,관외,11680,강남구,서울특별시,0
48129,10.815833333333334,관외,48129,창원시 진해구,경상남도,0
48860,10.776666666666667,관외,48860,산청군,경상남도,0
29110,10.561250000000001,관외,29110,동구,광주광역시,0
41150,10.260416666666668,관외,41150,의정부시,경기도,0
51130,10.200000000000001,관외,51130,원주시,강원특별자치도,0
41171,10.17,관외,41171,안양시 만안구,경기도,0
41570,10.037500000000001,관외,41570,김포시,경기도,0
41173,10.031666666666668,관외,41173,안양시 동안구,경기도,0
26320,10.031666666666666,관외,26320,북구,부산광역시,0
31110,9.909166666666668,관외,31110,중구,울산광역시,0
26350,9.869583333333335,관외,26350,해운대구,부산광역시,0
26260,9.722083333333334,관외,26260,동래구,부산광역시,0
47840,9.604583333333334,관외,47840,성주군,경상북도,0
11320,9.604166666666668,관외,11320,도봉구,서울특별시,0
48330,9.485000000000001,관외,48330,양산시,경상남도,0
52180,9.38625,관외,52180,정읍시,전북특별자치도,0
11440,9.305416666666668,관외,11440,마포구,서울특별시,0
43750,9.235000000000001,관외,43750,진천군,충청북도,0
31140,9.223333333333334,관외,31140,남구,울산광역시,0
11200,9.10875,관외,11200,성동구,서울특별시,0
28185,8.947083333333333,관외,28185,연수구,인천광역시,0
41133,8.875416666666668,관외,41133,성남시 중원구,경기도,0
41465,8.758750000000001,관외,41465,용인시 수지구,경기도,0
11230,8.583333333333334,관외,11230,동대문구,서울특별시,0
41480,8.565000000000001,관외,41480,파주시,경기도,0
26530,8.541666666666668,관외,26530,사상구,부산광역시,0
44825,8.390416666666667,관내,44825,태안군,충청남도,0
47130,8.026250000000001,관외,47130,경주시,경상북도,0
52190,7.907916666666667,관외,52190,남원시,전북특별자치도,0
11410,7.785416666666667,관외,11410,서대문구,서울특별시,0
11305,7.533333333333333,관외,11305,강북구,서울특별시,0
26380,7.5200000000000005,관외,26380,사하구,부산광역시,0
28245,7.217083333333334,관외,28245,계양구,인천광역시,0
26290,7.084583333333334,관외,26290,남구,부산광역시,0
52800,6.80625,관외,52800,부안군,전북특별자치도,0
41196,6.745,관외,41196,부천시 오정구,경기도,0
47820,6.654583333333333,관외,47820,청도군,경상북도,0
26470,6.62875,관외,26470,연제구,부산광역시,0
26410,6.6000000000000005,관외,26410,금정구,부산광역시,0
41310,6.5687500000000005,관외,41310,구리시,경기도,0
46730,6.45375,관외,46730,구례군,전라남도,0
48820,6.355,관외,48820,고성군,경상남도,0
41194,6.314166666666667,관외,41194,부천시 소사구,경기도,0
43130,5.948333333333333,관외,43130,충주시,충청북도,0
41430,5.8445833333333335,관외,41430,의왕시,경기도,0
47830,5.6137500000000005,관외,47830,고령군,경상북도,0
47230,5.591666666666667,관외,47230,영천시,경상북도,0
48840,5.552083333333334,관외,48840,남해군,경상남도,0
48850,5.4437500000000005,관외,48850,하동군,경상남도,0
48890,5.3925,관외,48890,합천군,경상남도,0
41630,5.355,관외,41630,양주시,경기도,0
26500,5.235833333333334,관외,26500,수영구,부산광역시,0
46170,5.194583333333333,관외,46170,나주시,전라남도,0
47770,5.182083333333334,관외,47770,영덕군,경상북도,0
31710,4.9725,관외,31710,울주군,울산광역시,0
11110,4.825833333333334,관외,11110,종로구,서울특별시,0
41285,4.789166666666667,관외,41285,고양시 일산동구,경기도,0
46770,4.764166666666667,관외,46770,고흥군,전라남도,0
31200,4.730416666666667,관외,31200,북구,울산광역시,0
28110,4.579583333333334,관외,28110,중구,인천광역시,0
48730,4.37125,관외,48730,함안군,경상남도,0
47170,4.369166666666667,관외,47170,안동시,경상북도,0
46780,4.26125,관외,46780,보성군,전라남도,0
46880,4.25125,관외,46880,장성군,전라남도,0
26140,4.12,관외,26140,서구,부산광역시,0
51110,3.9625,관외,51110,춘천시,강원특별자치도,0
41287,3.8908333333333336,관외,41287,고양시 일산서구,경기도,0
11170,3.8470833333333334,관외,11170,용산구,서울특별시,0
26200,3.6745833333333335,관외,26200,영도구,부산광역시,0
47280,3.61625,관외,47280,문경시,경상북도,0
41670,3.6133333333333333,관외,41670,여주시,경기도,0
52770,3.534166666666667,관외,52770,순창군,전북특별자치도,0
46790,3.5091666666666668,관외,46790,화순군,전라남도,0
41830,3.4200000000000004,관외,41830,양평군,경기도,0
11140,3.3325,관외,11140,중구,서울특별시,0
41650,3.274166666666667,관외,41650,포천시,경기도,0
51150,3.1633333333333336,관외,51150,강릉시,강원특별자치도,0
43745,3.0854166666666667,관외,43745,증평군,충청북도,0
51760,2.995416666666667,관외,51760,평창군,강원특별자치도,0
26710,2.955416666666667,관외,26710,기장군,부산광역시,0
27110,2.9204166666666667,관외,27110,중구,대구광역시,0
43760,2.8125,관외,43760,괴산군,충청북도,0
31170,2.7720833333333332,관외,31170,동구,울산광역시,0
46840,2.60625,관외,46840,무안군,전라남도,0
43150,2.59375,관외,43150,제천시,충청북도,0
50110,2.537916666666667,관외,50110,제주시,제주특별자치도,0
46870,2.5225,관외,46870,영광군,전라남도,0
46820,2.5025,관외,46820,해남군,전라남도,0
28140,2.493333333333333,관외,28140,동구,인천광역시,0
26440,2.461666666666667,관외,26440,강서구,부산광역시,0
28710,2.401666666666667,관외,28710,강화군,인천광역시,0
46710,2.3675,관외,46710,담양군,전라남도,0
48740,2.34625,관외,48740,창녕군,경상남도,0
52750,2.23875,관외,52750,임실군,전북특별자치도,0
48720,2.214166666666667,관외,48720,의령군,경상남도,0
46830,2.1012500000000003,관외,46830,영암군,전라남도,0
46720,1.9458333333333333,관외,46720,곡성군,전라남도,0
52790,1.8258333333333334,관외,52790,고창군,전북특별자치도,0
50130,1.82,관외,50130,서귀포시,제주특별자치도,0
51230,1.8075,관외,51230,삼척시,강원특별자치도,0
27720,1.7404166666666667,관외,27720,군위군,대구광역시,0
41800,1.70875,관외,41800,연천군,경기도,0
46860,1.6691666666666667,관외,46860,함평군,전라남도,0
47210,1.6283333333333334,관외,47210,영주시,경상북도,0
46810,1.615,관외,46810,강진군,전라남도,0
41820,1.5754166666666667,관외,41820,가평군,경기도,0
26170,1.5729166666666667,관외,26170,동구,부산광역시,0
46800,1.5150000000000001,관외,46800,장흥군,전라남도,0
46890,1.51,관외,46890,완도군,전라남도,0
51210,1.45,관외,51210,속초시,강원특별자치도,0
41290,1.4395833333333334,관외,41290,과천시,경기도,0
41250,1.3704166666666666,관외,41250,동두천시,경기도,0
47920,1.2483333333333335,관외,47920,봉화군,경상북도,0
47730,1.1387500000000002,관외,47730,의성군,경상북도,0
51720,1.0058333333333334,관외,51720,홍천군,강원특별자치도,0
51750,0.9866666666666667,관외,51750,영월군,강원특별자치도,0
51170,0.93125,관외,51170,동해시,강원특별자치도,0
51730,0.92,관외,51730,횡성군,강원특별자치도,0
47930,0.9070833333333334,관외,47930,울진군,경상북도,0
51810,0.8716666666666667,관외,51810,인제군,강원특별자치도,0
26110,0.84875,관외,26110,중구,부산광역시,0
51790,0.7325,관외,51790,화천군,강원특별자치도,0
51770,0.6908333333333334,관외,51770,정선군,강원특별자치도,0
51780,0.6379166666666667,관외,51780,철원군,강원특별자치도,0
46910,0.6316666666666667,관외,46910,신안군,전라남도,0
43800,0.615,관외,43800,단양군,충청북도,0
47750,0.45458333333333334,관외,47750,청송군,경상북도,0
51190,0.43875000000000003,관외,51190,태백시,강원특별자치도,0
28720,0.43833333333333335,관외,28720,옹진군,인천광역시,0
47900,0.3670833333333334,관외,47900,예천군,경상북도,0
51800,0.295,관외,51800,양구군,강원특별자치도,0
47760,0.26208333333333333,관외,47760,영양군,경상북도,0
46900,0.24958333333333335,관외,46900,진도군,전라남도,0
51820,0.22208333333333333,관외,51820,고성군,강원특별자치도,0
51830,0.15791666666666668,관외,51830,양양군,강원특별자치도,0
47940,0.09708333333333334,관외,47940,울릉군,경상북도,0
44710,13277.91375,관내,44710,금산군,충청남도,500
30110,1380.1116666666667,관외,30110,동구,대전광역시,500
30170,1346.2662500000001,관외,30170,서구,대전광역시,500
30140,1149.6983333333333,관외,30140,중구,대전광역시,500
30230,641.6525,관외,30230,대덕구,대전광역시,500
30200,624.2495833333334,관외,30200,유성구,대전광역시,500
36110,312.98958333333337,관외,36110,세종특별자치시,세종특별자치시,500
52730,209.01541666666668,관외,52730,무주군,전북특별자치도,500
43730,163.0091666666667,관외,43730,옥천군,충청북도,500
44230,150.14208333333335,관내,44230,논산시,충청남도,500
43740,129.19916666666668,관외,43740,영동군,충청북도,500
44133,118.91666666666667,관내,44133,천안시 서북구,충청남도,500
48170,112.61375000000001,관외,48170,진주시,경상남도,500
43113,109.72791666666667,관외,43113,청주시 흥덕구,충청북도,500
44131,104.56208333333333,관내,44131,천안시 동남구,충청남도,500
52140,101.27000000000001,관외,52140,익산시,전북특별자치도,500
44200,94.25375000000001,관내,44200,아산시,충청남도,500
47190,90.045,관외,47190,구미시,경상북도,500
43112,86.94125000000001,관외,43112,청주시 서원구,충청북도,500
41220,82.44125000000001,관외,41220,평택시,경기도,500
52111,81.64583333333334,관외,52111,전주시 완산구,전북특별자치도,500
52113,80.24666666666667,관외,52113,전주시 덕진구,전북특별자치도,500
27290,77.48958333333334,관외,27290,달서구,대구광역시,500
52720,76.52708333333334,관외,52720,진안군,전북특별자치도,500
44150,73.555,관내,44150,공주시,충청남도,500
47150,72.89708333333334,관외,47150,김천시,경상북도,500
41590,68.17750000000001,관외,41590,화성시,경기도,500
43111,65.69083333333334,관외,43111,청주시 상당구,충청북도,500
29170,63.782500000000006,관외,29170,북구,광주광역시,500
43770,56.785000000000004,관외,43770,음성군,충청북도,500
52130,55.035000000000004,관외,52130,군산시,전북특별자치도,500
43114,54.96750000000001,관외,43114,청주시 청원구,충청북도,500
27230,54.49416666666667,관외,27230,북구,대구광역시,500
52710,50.9025,관외,52710,완주군,전북특별자치도,500
44250,48.18000000000001,관내,44250,계룡시,충청남도,500
44810,47.70375,관내,44810,예산군,충청남도,500
27170,42.865833333333335,관외,27170,서구,대구광역시,500
27140,42.48916666666667,관외,27140,동구,대구광역시,500
44270,42.226666666666674,관내,44270,당진시,충청남도,500
29200,40.71,관외,29200,광산구,광주광역시,500
48310,40.624583333333334,관외,48310,거제시,경상남도,500
29140,40.46875,관외,29140,서구,광주광역시,500
44800,38.70708333333334,관내,44800,홍성군,충청남도,500
44180,37.58583333333333,관내,44180,보령시,충청남도,500
11620,37.15541666666667,관외,11620,관악구,서울특별시,500
41360,35.05083333333334,관외,41360,남양주시,경기도,500
48240,34.97375,관외,48240,사천시,경상남도,500
27710,34.362500000000004,관외,27710,달성군,대구광역시,500
11710,33.80833333333334,관외,11710,송파구,서울특별시,500
48250,31.87791666666667,관외,48250,김해시,경상남도,500
46130,31.819583333333334,관외,46130,여수시,전라남도,500
44760,31.355416666666667,관내,44760,부여군,충청남도,500
41610,31.18791666666667,관외,41610,광주시,경기도,500
11380,30.789583333333336,관외,11380,은평구,서울특별시,500
28260,30.329583333333336,관외,28260,서구,인천광역시,500
48121,29.665833333333335,관외,48121,창원시 의창구,경상남도,500
48880,29.64666666666667,관외,48880,거창군,경상남도,500
44210,29.305000000000003,관내,44210,서산시,충청남도,500
48125,29.083333333333336,관외,48125,창원시 마산합포구,경상남도,500
48220,28.737083333333334,관외,48220,통영시,경상남도,500
27260,28.561666666666667,관외,27260,수성구,대구광역시,500
41461,28.480833333333337,관외,41461,용인시 처인구,경기도,500
41550,28.47291666666667,관외,41550,안성시,경기도,500
46150,28.205000000000002,관외,46150,순천시,전라남도,500
41390,27.92875,관외,41390,시흥시,경기도,500
41117,27.905833333333334,관외,41117,수원시 영통구,경기도,500
47113,27.658333333333335,관외,47113,포항시 북구,경상북도,500
28200,27.099583333333335,관외,28200,남동구,인천광역시,500
41113,26.843333333333334,관외,41113,수원시 권선구,경기도,500
29155,26.253333333333334,관외,29155,남구,광주광역시,500
11500,25.908333333333335,관외,11500,강서구,서울특별시,500
47111,25.70125,관외,47111,포항시 남구,경상북도,500
11470,25.497500000000002,관외,11470,양천구,서울특별시,500
11350,25.432083333333335,관외,11350,노원구,서울특별시,500
41111,25.267916666666668,관외,41111,수원시 장안구,경기도,500
41271,25.15791666666667,관외,41271,안산시 상록구,경기도,500
48127,24.67625,관외,48127,창원시 마산회원구,경상남도,500
41463,24.43916666666667,관외,41463,용인시 기흥구,경기도,500
11590,24.427500000000002,관외,11590,동작구,서울특별시,500
28237,23.72416666666667,관외,28237,부평구,인천광역시,500
11290,23.68541666666667,관외,11290,성북구,서울특별시,500
41273,23.374166666666667,관외,41273,안산시 단원구,경기도,500
11545,23.267083333333336,관외,11545,금천구,서울특별시,500
52740,23.24875,관외,52740,장수군,전북특별자치도,500
41370,23.067083333333336,관외,41370,오산시,경기도,500
41131,23.064583333333335,관외,41131,성남시 수정구,경기도,500
44790,23.0625,관내,44790,청양군,충청남도,500
41192,22.520000000000003,관외,41192,부천시 원미구,경기도,500
52210,22.460833333333333,관외,52210,김제시,전북특별자치도,500
41500,22.435000000000002,관외,41500,이천시,경기도,500
48123,22.160833333333336,관외,48123,창원시 성산구,경상남도,500
43720,22.13791666666667,관외,43720,보은군,충청북도,500
47290,21.53875,관외,47290,경산시,경상북도,500
46110,21.415,관외,46110,목포시,전라남도,500
11740,21.29041666666667,관외,11740,강동구,서울특별시,500
47250,20.412083333333335,관외,47250,상주시,경상북도,500
41115,20.274583333333336,관외,41115,수원시 팔달구,경기도,500
44770,20.187083333333334,관내,44770,서천군,충청남도,500
27200,19.79041666666667,관외,27200,남구,대구광역시,500
41450,19.570416666666667,관외,41450,하남시,경기도,500
41210,19.372500000000002,관외,41210,광명시,경기도,500
26230,19.27916666666667,관외,26230,부산진구,부산광역시,500
11650,19.07541666666667,관외,11650,서초구,서울특별시,500
28177,18.96125,관외,28177,미추홀구,인천광역시,500
46230,18.7725,관외,46230,광양시,전라남도,500
41410,18.391250000000003,관외,41410,군포시,경기도,500
11560,18.30541666666667,관외,11560,영등포구,서울특별시,500
47850,18.291666666666668,관외,47850,칠곡군,경상북도,500
11260,18.126250000000002,관외,11260,중랑구,서울특별시,500
48870,18.093333333333334,관외,48870,함양군,경상남도,500
41281,18.06625,관외,41281,고양시 덕양구,경기도,500
41135,18.045,관외,41135,성남시 분당구,경기도,500
11215,17.761666666666667,관외,11215,광진구,서울특별시,500
48270,17.655416666666667,관외,48270,밀양시,경상남도,500
11530,17.59541666666667,관외,11530,구로구,서울특별시,500
29110,17.339166666666667,관외,29110,동구,광주광역시,500
11680,17.223750000000003,관외,11680,강남구,서울특별시,500
51130,17.034583333333334,관외,51130,원주시,강원특별자치도,500
41570,16.7025,관외,41570,김포시,경기도,500
48129,16.472083333333334,관외,48129,창원시 진해구,경상남도,500
41171,16.15875,관외,41171,안양시 만안구,경기도,500
48860,16.082083333333333,관외,48860,산청군,경상남도,500
44825,16.0475,관내,44825,태안군,충청남도,500
41173,15.99,관외,41173,안양시 동안구,경기도,500
41150,15.920416666666668,관외,41150,의정부시,경기도,500
48330,15.819166666666668,관외,48330,양산시,경상남도,500
31110,15.783333333333333,관외,31110,중구,울산광역시,500
26320,15.42875,관외,26320,북구,부산광역시,500
43750,15.395416666666668,관외,43750,진천군,충청북도,500
52180,15.331666666666667,관외,52180,정읍시,전북특별자치도,500
26350,15.297083333333335,관외,26350,해운대구,부산광역시,500
31140,15.152083333333334,관외,31140,남구,울산광역시,500
47840,15.139166666666666,관외,47840,성주군,경상북도,500
11440,14.829166666666667,관외,11440,마포구,서울특별시,500
11320,14.804583333333333,관외,11320,도봉구,서울특별시,500
26260,14.743333333333334,관외,26260,동래구,부산광역시,500
28185,14.264583333333334,관외,28185,연수구,인천광역시,500
41480,14.110833333333334,관외,41480,파주시,경기도,500
41133,14.03875,관외,41133,성남시 중원구,경기도,500
11200,13.782083333333334,관외,11200,성동구,서울특별시,500
41465,13.731666666666667,관외,41465,용인시 수지구,경기도,500
11230,13.326250000000002,관외,11230,동대문구,서울특별시,500
26530,13.030000000000001,관외,26530,사상구,부산광역시,500
47130,12.550833333333333,관외,47130,경주시,경상북도,500
52190,12.112916666666667,관외,52190,남원시,전북특별자치도,500
11410,11.942083333333334,관외,11410,서대문구,서울특별시,500
26380,11.888333333333334,관외,26380,사하구,부산광역시,500
11305,11.620000000000001,관외,11305,강북구,서울특별시,500
26290,11.53125,관외,26290,남구,부산광역시,500
28245,11.314583333333335,관외,28245,계양구,인천광역시,500
52800,11.232083333333334,관외,52800,부안군,전북특별자치도,500
41196,10.430833333333334,관외,41196,부천시 오정구,경기도,500
41194,10.427083333333334,관외,41194,부천시 소사구,경기도,500
41310,10.270833333333334,관외,41310,구리시,경기도,500
46730,10.215,관외,46730,구례군,전라남도,500
26470,10.130416666666667,관외,26470,연제구,부산광역시,500
26410,10.08125,관외,26410,금정구,부산광역시,500
43130,9.964166666666667,관외,43130,충주시,충청북도,500
41430,9.011666666666667,관외,41430,의왕시,경기도,500
47770,8.83375,관외,47770,영덕군,경상북도,500
47230,8.764166666666666,관외,47230,영천시,경상북도,500
41630,8.760833333333334,관외,41630,양주시,경기도,500
47830,8.717083333333333,관외,47830,고령군,경상북도,500
48890,8.585,관외,48890,합천군,경상남도,500
26500,8.360416666666667,관외,26500,수영구,부산광역시,500
48820,8.339166666666667,관외,48820,고성군,경상남도,500
46170,8.211666666666668,관외,46170,나주시,전라남도,500
47820,8.068333333333333,관외,47820,청도군,경상북도,500
47170,8.033333333333333,관외,47170,안동시,경상북도,500
11110,7.981666666666667,관외,11110,종로구,서울특별시,500
31710,7.965,관외,31710,울주군,울산광역시,500
31200,7.690833333333334,관외,31200,북구,울산광역시,500
48850,7.6329166666666675,관외,48850,하동군,경상남도,500
48840,7.54875,관외,48840,남해군,경상남도,500
46770,7.516666666666667,관외,46770,고흥군,전라남도,500
28110,7.3445833333333335,관외,28110,중구,인천광역시,500
41285,7.2820833333333335,관외,41285,고양시 일산동구,경기도,500
46780,6.8966666666666665,관외,46780,보성군,전라남도,500
26140,6.78125,관외,26140,서구,부산광역시,500
46880,6.565833333333334,관외,46880,장성군,전라남도,500
48730,6.449166666666667,관외,48730,함안군,경상남도,500
51110,6.081666666666667,관외,51110,춘천시,강원특별자치도,500
52770,5.968333333333334,관외,52770,순창군,전북특별자치도,500
47280,5.927083333333334,관외,47280,문경시,경상북도,500
11170,5.8637500000000005,관외,11170,용산구,서울특별시,500
41287,5.779166666666667,관외,41287,고양시 일산서구,경기도,500
47210,5.774166666666667,관외,47210,영주시,경상북도,500
26200,5.703333333333333,관외,26200,영도구,부산광역시,500
46790,5.6925,관외,46790,화순군,전라남도,500
41670,5.626666666666667,관외,41670,여주시,경기도,500
11140,5.42875,관외,11140,중구,서울특별시,500
51150,5.3,관외,51150,강릉시,강원특별자치도,500
41830,5.267916666666667,관외,41830,양평군,경기도,500
41650,5.034583333333334,관외,41650,포천시,경기도,500
43745,5.025833333333334,관외,43745,증평군,충청북도,500
28710,4.786666666666667,관외,28710,강화군,인천광역시,500
26710,4.4875,관외,26710,기장군,부산광역시,500
27110,4.4870833333333335,관외,27110,중구,대구광역시,500
31170,4.40875,관외,31170,동구,울산광역시,500
51760,4.405833333333334,관외,51760,평창군,강원특별자치도,500
43760,4.372083333333333,관외,43760,괴산군,충청북도,500
50110,4.270416666666667,관외,50110,제주시,제주특별자치도,500
46840,4.134166666666667,관외,46840,무안군,전라남도,500
43150,4.070416666666667,관외,43150,제천시,충청북도,500
46870,4.0600000000000005,관외,46870,영광군,전라남도,500
46820,4.025833333333334,관외,46820,해남군,전라남도,500
26440,3.841666666666667,관외,26440,강서구,부산광역시,500
28140,3.7758333333333334,관외,28140,동구,인천광역시,500
52750,3.7433333333333336,관외,52750,임실군,전북특별자치도,500
46710,3.5741666666666667,관외,46710,담양군,전라남도,500
48740,3.47375,관외,48740,창녕군,경상남도,500
46830,3.404166666666667,관외,46830,영암군,전라남도,500
52790,3.1612500000000003,관외,52790,고창군,전북특별자치도,500
46720,3.1454166666666667,관외,46720,곡성군,전라남도,500
48720,3.01125,관외,48720,의령군,경상남도,500
51230,2.9341666666666666,관외,51230,삼척시,강원특별자치도,500
50130,2.836666666666667,관외,50130,서귀포시,제주특별자치도,500
46810,2.779166666666667,관외,46810,강진군,전라남도,500
27720,2.7179166666666665,관외,27720,군위군,대구광역시,500
41800,2.6945833333333336,관외,41800,연천군,경기도,500
51720,2.5945833333333335,관외,51720,홍천군,강원특별자치도,500
46860,2.5204166666666667,관외,46860,함평군,전라남도,500
41820,2.404166666666667,관외,41820,가평군,경기도,500
46890,2.395,관외,46890,완도군,전라남도,500
26170,2.3475,관외,26170,동구,부산광역시,500
46800,2.3120833333333333,관외,46800,장흥군,전라남도,500
41290,2.2083333333333335,관외,41290,과천시,경기도,500
51210,2.1566666666666667,관외,51210,속초시,강원특별자치도,500
41250,2.0791666666666666,관외,41250,동두천시,경기도,500
47730,1.7641666666666667,관외,47730,의성군,경상북도,500
51170,1.6516666666666666,관외,51170,동해시,강원특별자치도,500
51750,1.5158333333333334,관외,51750,영월군,강원특별자치도,500
47920,1.5100000000000002,관외,47920,봉화군,경상북도,500
47930,1.40625,관외,47930,울진군,경상북도,500
