INFLOW_SGG_CD,tot,관내/관외,SGG_CD,SGG_NM,SIDO_NM,영역 구분
51810,2.024166666666667,관외,51810,인제군,강원특별자치도,3000
51790,1.9283333333333335,관외,51790,화천군,강원특별자치도,3000
51190,1.92375,관외,51190,태백시,강원특별자치도,3000
47920,1.92375,관외,47920,봉화군,경상북도,3000
26110,1.7616666666666667,관외,26110,중구,부산광역시,3000
47930,1.7579166666666668,관외,47930,울진군,경상북도,3000
43800,1.58375,관외,43800,단양군,충청북도,3000
51780,1.3945833333333333,관외,51780,철원군,강원특별자치도,3000
28720,1.3291666666666666,관외,28720,옹진군,인천광역시,3000
51770,1.3262500000000002,관외,51770,정선군,강원특별자치도,3000
47750,1.0854166666666667,관외,47750,청송군,경상북도,3000
46910,1.0729166666666667,관외,46910,신안군,전라남도,3000
