frst_next_dstn_nm,dstn_coord_x,dstn_coord_y,vst_cnt,sum_stay_min,second_dstn_addr,second_dstn_x,second_dstn_y,영역 구분,목적지 구분
크레이지라이더,127.50122731090528,36.10015034144786,26,3733.2930555555554,,,,500,2차 목적지
이화수전통육개장/충남금산점,127.50122731090528,36.10015034144786,26,4692.749122807017,,,,500,2차 목적지
금산관광농원,127.50122731090528,36.10015034144786,25,3866.684782608696,,,,500,2차 목적지
금산세계인삼축제,127.49682863286772,36.1008166030129,25,2499.1166666666663,,,,500,2차 목적지
호텔리베라,127.50122731090528,36.10015034144786,25,2898.854166666666,,,,500,2차 목적지
세화,127.50122731090528,36.10015034144786,25,2725.15873015873,,,,500,2차 목적지
남촌가든,127.50122731090528,36.10015034144786,24,2951.1882352941175,,,,500,2차 목적지
코스트코홀세일/세종점,127.49682863286772,36.1008166030129,24,3597.828571428571,,,,500,2차 목적지
황토집사람들/[한식],127.50122731090528,36.10015034144786,23,5236.851388888889,,,,500,2차 목적지
탑정호출렁다리,127.49682863286772,36.1008166030129,22,3096.5212500000002,,,,500,2차 목적지
소문난시골순대,127.50122731090528,36.10015034144786,22,3511.5259259259265,,,,500,2차 목적지
유성온천공원,127.50122731090528,36.10015034144786,22,2647.0888888888894,,,,500,2차 목적지
통영중앙전통시장,127.50122731090528,36.10015034144786,21,2546.7699999999995,,,,500,2차 목적지
무주덕유산리조트,127.50122731090528,36.10015034144786,21,2653.1925,,,,500,2차 목적지
장동코스모스축제,127.49682863286772,36.1008166030129,21,4214.323076923076,,,,500,2차 목적지
중부대학교/충청캠퍼스,127.50122731090528,36.10015034144786,20,2588.6499999999996,,,,500,2차 목적지
배나무집,127.49682863286772,36.1008166030129,20,2958.7749999999996,,,,500,2차 목적지
천하명당복권방/홍성점,127.50122731090528,36.10015034144786,20,2581.686274509804,,,,500,2차 목적지
봉이호떡,127.50122731090528,36.10015034144786,19,2958.0205882352943,,,,500,2차 목적지
사랑한다육,127.50122731090528,36.10015034144786,19,1718.3177777777778,,,,500,2차 목적지
현헤어,127.50122731090528,36.10015034144786,19,2592.2519607843133,,,,500,2차 목적지
빽다방/대전낭월점,127.50122731090528,36.10015034144786,18,2865.0000000000005,,,,500,2차 목적지
하나로마트/금산농협비호점,127.50122731090528,36.10015034144786,18,1998.675,,,,500,2차 목적지
금산역사문화박물관,127.50122731090528,36.10015034144786,18,2208.7333333333336,,,,500,2차 목적지
선희식당,127.49682863286772,36.1008166030129,18,2764.9208333333336,,,,500,2차 목적지
송어촌,127.50122731090528,36.10015034144786,18,1754.8411764705884,,,,500,2차 목적지
감악산꽃&별여행,127.50122731090528,36.10015034144786,18,2571.8142857142857,,,,500,2차 목적지
모다아울렛/천안아산점,127.50122731090528,36.10015034144786,17,2626.3229166666665,,,,500,2차 목적지
산내돌짜장면/[중식],127.49682863286772,36.1008166030129,17,3018.2083333333326,,,,500,2차 목적지
산꽃벚꽃마을오토캠핑장,127.50122731090528,36.10015034144786,17,3908.895238095238,,,,500,2차 목적지
화정교회,127.50122731090528,36.10015034144786,17,2433.7726190476196,,,,500,2차 목적지
뿌리공원,127.50122731090528,36.10015034144786,17,3407.6499999999996,,,,500,2차 목적지
안성맞춤시장,127.50122731090528,36.10015034144786,17,2466.983333333333,,,,500,2차 목적지
옛터민속박물관,127.49682863286772,36.1008166030129,17,2856.756666666667,,,,500,2차 목적지
원조남원골추어탕,127.50122731090528,36.10015034144786,16,1920.3833333333334,,,,500,2차 목적지
흥남순대,127.50122731090528,36.10015034144786,16,2404.914285714286,,,,500,2차 목적지
진산애행복누리센터,127.49682863286772,36.1008166030129,16,2097.1555555555556,,,,500,2차 목적지
천안삼거리휴게소/서울방향 [경부선],127.50122731090528,36.10015034144786,16,1712.7822222222223,,,,500,2차 목적지
쿠우쿠우/대전가수원점,127.50122731090528,36.10015034144786,16,2776.7555555555555,,,,500,2차 목적지
대둔산케이블카,127.500894690766,36.0986063152525,15,1698.4500000000003,,,,500,2차 목적지
이마트/천안점,127.50122731090528,36.10015034144786,15,2398.783333333333,,,,500,2차 목적지
무주덕유산리조트곤돌라,127.50122731090528,36.10015034144786,15,2998.166666666667,,,,500,2차 목적지
GS25/관저9단지점,127.50122731090528,36.10015034144786,15,2363.6964285714284,,,,500,2차 목적지
선희식당,127.50122731090528,36.10015034144786,15,1374.5133333333333,,,,500,2차 목적지
GS25/쌍용주공점,127.50122731090528,36.10015034144786,14,2388.497222222222,,,,500,2차 목적지
골목추어탕,127.50122731090528,36.10015034144786,14,2685.779166666667,,,,500,2차 목적지
자운대쇼핑타운,127.50122731090528,36.10015034144786,14,1275.2428571428572,,,,500,2차 목적지
진안인삼홍삼시장,127.49682863286772,36.1008166030129,14,2934.0370370370365,,,,500,2차 목적지
원골유원지,127.50122731090528,36.10015034144786,14,1865.5583333333334,,,,500,2차 목적지
만인산자연휴양림,127.49682863286772,36.1008166030129,14,2085.7809523809524,대전 동구 하소동 460-2,127.45511076795763,36.20218059827905,500,2차 목적지
진주남강유등축제,127.50122731090528,36.10015034144786,13,1969.6986111111107,,,,500,2차 목적지
금빛시장,127.50122731090528,36.10015034144786,13,1595.0566666666668,,,,500,2차 목적지
하늘물빛정원,127.49682863286772,36.1008166030129,13,1105.698148148148,,,,500,2차 목적지
청남가구단지,127.50122731090528,36.10015034144786,13,2594.1893939393935,,,,500,2차 목적지
강경젓갈시장,127.50122731090528,36.10015034144786,13,1974.2166666666667,,,,500,2차 목적지
코스트코홀세일/대전점,127.50122731090528,36.10015034144786,13,2211.355555555556,,,,500,2차 목적지
성심당/본점,127.50122731090528,36.10015034144786,12,989.1533333333333,,,,500,2차 목적지
바로e마트/독곡점,127.50122731090528,36.10015034144786,12,1514.9666666666667,,,,500,2차 목적지
유성시장,127.50122731090528,36.10015034144786,12,1991.8333333333335,,,,500,2차 목적지
황금코다리,127.50122731090528,36.10015034144786,12,1348.0444444444445,,,,500,2차 목적지
제이하브,127.50122731090528,36.10015034144786,12,2104.3500000000004,,,,500,2차 목적지
대둔산케이블카,127.49682863286772,36.1008166030129,12,1158.1604166666666,,,,500,2차 목적지
금산산림문화타운,127.50122731090528,36.10015034144786,11,1368.9316666666666,,,,500,2차 목적지
적벽강가든,127.50122731090528,36.10015034144786,11,1159.46875,,,,500,2차 목적지
SK텔레콤/PS&M 금산점,127.50122731090528,36.10015034144786,11,1470.1296296296296,,,,500,2차 목적지
송주미술관카페,127.50122731090528,36.10015034144786,11,1653.7033333333331,,,,500,2차 목적지
GS25/청주율량점,127.50122731090528,36.10015034144786,11,2003.65,,,,500,2차 목적지
옥이네식당,127.50122731090528,36.10015034144786,11,1733.3962962962964,,,,500,2차 목적지
옥천군농업기술센터,127.50122731090528,36.10015034144786,11,1494.1895833333333,,,,500,2차 목적지
용담섬바위오토캠핑장,127.50122731090528,36.10015034144786,11,2134.445238095237,,,,500,2차 목적지
명륜진사갈비/청주모충점,127.50122731090528,36.10015034144786,11,1765.5814814814817,,,,500,2차 목적지
메가커피/금산점,127.50122731090528,36.10015034144786,11,1405.8183333333334,,,,500,2차 목적지
하나로마트/대전점,127.49682863286772,36.1008166030129,11,1317.4699999999998,,,,500,2차 목적지
용진농협로컬푸드직매장/1호점,127.50122731090528,36.10015034144786,11,1115.7055555555553,,,,500,2차 목적지
미락원,127.50122731090528,36.10015034144786,10,2036.2407407407409,,,,500,2차 목적지
원조풍원안창,127.50122731090528,36.10015034144786,10,1616.0925925925926,,,,500,2차 목적지
시골추어탕,127.49682863286772,36.1008166030129,10,1386.8124999999998,,,,500,2차 목적지
신성유통,127.50122731090528,36.10015034144786,10,1470.796296296296,,,,500,2차 목적지
레노마골프/대전둔산점,127.50122731090528,36.10015034144786,10,1596.5625,,,,500,2차 목적지
혜정상회,127.500894690766,36.0986063152525,10,558.4333333333333,,,,500,2차 목적지
국립어린이박물관,127.50122731090528,36.10015034144786,10,1092.6851851851852,,,,500,2차 목적지
금산국제무예올림피아드,127.49894033593864,36.10132456713775,10,1502.7291666666667,,,,500,2차 목적지
추어명장,127.50122731090528,36.10015034144786,10,1321.3166666666666,,,,500,2차 목적지
금산인삼도매시장,127.50122731090528,36.10015034144786,10,518.9266666666666,,,,500,2차 목적지
뚜쥬루/빵돌가마점,127.50122731090528,36.10015034144786,10,1656.2499999999998,,,,500,2차 목적지
장춘관/[중식],127.49682863286772,36.1008166030129,10,1723.4285714285716,,,,500,2차 목적지
금산종합운동장,127.50122731090528,36.10015034144786,10,731.5999999999999,,,,500,2차 목적지
파리바게뜨/충남금산점,127.50122731090528,36.10015034144786,10,1299.6666666666667,,,,500,2차 목적지
박가네집,127.50122731090528,36.10015034144786,10,1900.4629629629628,,,,500,2차 목적지
청강전통문화체험관,127.50120020550725,36.100133921641614,10,4607.875,,,,500,2차 목적지
명성각/[중식],127.50122731090528,36.10015034144786,10,2485.5925925925926,,,,500,2차 목적지
오정농수산물도매시장,127.49682863286772,36.1008166030129,10,2044.9791666666667,,,,500,2차 목적지
금산보석사의은행나무,127.50122731090528,36.10015034144786,9,1630.875,,,,500,2차 목적지
신세계백화점/대전신세계Art&Science,127.50122731090528,36.10015034144786,9,1212.1875,,,,500,2차 목적지
계룡대쇼핑타운,127.50122731090528,36.10015034144786,9,1593.4499999999998,,,,500,2차 목적지
홈플러스/논산점,127.50122731090528,36.10015034144786,9,491.6142857142858,,,,500,2차 목적지
복수막국수,127.50122731090528,36.10015034144786,9,1321.1625000000001,,,,500,2차 목적지
개미가든,127.50122731090528,36.10015034144786,9,1590.1333333333332,,,,500,2차 목적지
완주와일드&로컬푸드축제,127.50122731090528,36.10015034144786,9,1227.5785714285712,,,,500,2차 목적지
봉이호떡,127.49682863286772,36.1008166030129,9,1731.6000000000001,,,,500,2차 목적지
월영산출렁다리,127.49682863286772,36.1008166030129,9,1124.5666666666666,충남 금산군 제원면 천내리 168-5,127.59592144827683,36.11478807284895,500,2차 목적지
옥천이원묘목유통센터,127.49682863286772,36.1008166030129,9,1837.1624999999997,,,,500,2차 목적지
금산어죽촌,127.49682863286772,36.1008166030129,9,661.1999999999999,,,,500,2차 목적지
짬뽕일번지/[중식],127.50122731090528,36.10015034144786,9,1498.2375000000002,,,,500,2차 목적지
금산시네마,127.50122731090528,36.10015034144786,9,1643.04375,,,,500,2차 목적지
궁무인텔,127.49682863286772,36.1008166030129,8,1710.283333333333,,,,500,2차 목적지
동구아름다운복지관,127.50122731090528,36.10015034144786,8,1408.0,,,,500,2차 목적지
금산불쭈꾸미,127.50122731090528,36.10015034144786,8,1094.5066666666667,,,,500,2차 목적지
대전전통중앙도매상가,127.49682863286772,36.1008166030129,8,1067.6333333333332,,,,500,2차 목적지
괴산올갱이,127.49682863286772,36.1008166030129,8,778.895238095238,,,,500,2차 목적지
천부,127.49894033593864,36.10132456713775,8,2147.1466666666665,,,,500,2차 목적지
김제지평선축제,127.49682863286772,36.1008166030129,8,1091.3555555555556,,,,500,2차 목적지
GM모텔,127.50122731090528,36.10015034144786,8,1081.5238095238094,,,,500,2차 목적지
고령대가야시장,127.50122731090528,36.10015034144786,8,1004.6285714285714,,,,500,2차 목적지
한국영상대학교,127.500894690766,36.0986063152525,8,902.1142857142858,,,,500,2차 목적지
한마음정육식당/옥천점,127.50122731090528,36.10015034144786,8,742.2666666666665,,,,500,2차 목적지
호돌이만두,127.50122731090528,36.10015034144786,8,1140.7777777777776,,,,500,2차 목적지
청담이상/관평점 [일식],127.50122731090528,36.10015034144786,8,1752.9333333333332,,,,500,2차 목적지
옛시민회관쉼터,127.50122731090528,36.10015034144786,8,1260.5333333333333,,,,500,2차 목적지
유성본가누룽지삼계탕,127.49682863286772,36.1008166030129,8,983.5041666666666,,,,500,2차 목적지
메차쿠차,127.50122731090528,36.10015034144786,8,1658.1,,,,500,2차 목적지
원골식당,127.49682863286772,36.1008166030129,8,1135.0666666666666,충남 금산군 제원면 천내리 254-1,127.5911984385141,36.115183669356064,500,2차 목적지
GS타임즈전주고사동주차장,127.50122731090528,36.10015034144786,8,932.7333333333331,,,,500,2차 목적지
황금장,127.50122731090528,36.10015034144786,8,1116.1,,,,500,2차 목적지
경남대학교,127.50122731090528,36.10015034144786,8,508.8,,,,500,2차 목적지
보석사,127.49682863286772,36.1008166030129,8,842.1611111111113,,,,500,2차 목적지
보은회인문화유산야행,127.50122731090528,36.10015034144786,8,1526.4666666666665,,,,500,2차 목적지
레인보우힐링센터,127.50122731090528,36.10015034144786,8,1479.573333333333,,,,500,2차 목적지
캐슬1477,127.50122731090528,36.10015034144786,8,1125.3555555555554,,,,500,2차 목적지
진산메밀막국수,127.50122731090528,36.10015034144786,8,1170.5166666666667,,,,500,2차 목적지
금산수삼도매센터73호,127.50122731090528,36.10015034144786,8,1413.8285714285714,,,,500,2차 목적지
켐트로닉스/세종공장,127.50122731090528,36.10015034144786,7,1108.0416666666665,,,,500,2차 목적지
천안중앙시장,127.49682863286772,36.1008166030129,7,1013.0666666666667,,,,500,2차 목적지
삼거리추어탕,127.49894033593864,36.10132456713775,7,2598.6916666666666,,,,500,2차 목적지
연산대추문화축제,127.50122731090528,36.10015034144786,7,795.4833333333333,,,,500,2차 목적지
히스피/유천버드내점,127.49682863286772,36.1008166030129,7,1798.253333333333,,,,500,2차 목적지
맥우백년,127.49682863286772,36.1008166030129,7,689.0333333333335,,,,500,2차 목적지
라제통문,127.49682863286772,36.1008166030129,7,1522.5666666666668,,,,500,2차 목적지
리치베로니마트,127.50122731090528,36.10015034144786,7,845.4833333333336,,,,500,2차 목적지
처음처럼,127.49682863286772,36.1008166030129,7,476.73333333333335,충남 금산군 금산읍 신대리 485-3,127.50822726744805,36.10156594441826,500,2차 목적지
금산수삼센터,127.49682863286772,36.1008166030129,7,306.46666666666664,,,,500,2차 목적지
인하주먹고기,127.50122731090528,36.10015034144786,7,803.2888888888889,,,,500,2차 목적지
금산중앙식자재할인마트,127.49894033593864,36.10132456713775,7,1930.6000000000001,,,,500,2차 목적지
청원생명축제,127.50122731090528,36.10015034144786,7,1408.4611111111108,,,,500,2차 목적지
새에덴교회,127.50122731090528,36.10015034144786,7,2211.6833333333334,,,,500,2차 목적지
아트오브램/전주본점,127.50122731090528,36.10015034144786,7,780.0333333333333,,,,500,2차 목적지
롯데마트/군산점,127.50122731090528,36.10015034144786,7,1024.3333333333333,,,,500,2차 목적지
영동전통시장,127.50122731090528,36.10015034144786,7,721.98,,,,500,2차 목적지
뜨란채펜션,127.50122731090528,36.10015034144786,7,1238.3194444444446,,,,500,2차 목적지
벽골제,127.50122731090528,36.10015034144786,7,1027.9694444444444,,,,500,2차 목적지
더바움 더블유하우스/전주점,127.50122731090528,36.10015034144786,6,874.12,,,,500,2차 목적지
덕유산자연휴양림,127.50122731090528,36.10015034144786,6,965.2666666666667,,,,500,2차 목적지
청주성모병원,127.50122731090528,36.10015034144786,6,889.1833333333334,,,,500,2차 목적지
하나로마트/금산인삼농협점,127.50122731090528,36.10015034144786,6,637.5833333333334,,,,500,2차 목적지
파리바게뜨/초록마을점,127.49682863286772,36.1008166030129,6,1139.3199999999997,,,,500,2차 목적지
자갈치시장,127.49682863286772,36.1008166030129,6,677.5999999999999,,,,500,2차 목적지
기범이네국수,127.50122731090528,36.10015034144786,6,825.1333333333332,,,,500,2차 목적지
기쁜소식동대전교회,127.50122731090528,36.10015034144786,6,1008.8499999999999,,,,500,2차 목적지
금산행정의은행나무,127.50122731090528,36.10015034144786,6,820.74,,,,500,2차 목적지
금산인삼호텔,127.50122731090528,36.10015034144786,6,906.54,,,,500,2차 목적지
다이소/금산2호점,127.50122731090528,36.10015034144786,6,1097.05,,,,500,2차 목적지
비터앤스위트/금산점,127.50122731090528,36.10015034144786,6,586.8,,,,500,2차 목적지
방동저수지,127.49682863286772,36.1008166030129,6,980.7833333333334,,,,500,2차 목적지
우렁이박사,127.49682863286772,36.1008166030129,6,600.75,,,,500,2차 목적지
영림몰딩도어/보은점,127.50122731090528,36.10015034144786,6,574.85,,,,500,2차 목적지
운일암반일암국민여가캠핑장,127.49682863286772,36.1008166030129,6,849.0749999999999,,,,500,2차 목적지
마당있는집/[한식],127.49682863286772,36.1008166030129,6,623.54,,,,500,2차 목적지
스타벅스/계룡대로DT점,127.50122731090528,36.10015034144786,6,1216.6200000000001,,,,500,2차 목적지
삼거리추어탕,127.50122731090528,36.10015034144786,6,565.8,,,,500,2차 목적지
뿌리공원,127.49682863286772,36.1008166030129,6,1190.8399999999997,,,,500,2차 목적지
신세계컴퓨터,127.50122731090528,36.10015034144786,6,1439.54,,,,500,2차 목적지
세븐일레븐/금산중앙점,127.500894690766,36.0986063152525,6,1607.8999999999996,,,,500,2차 목적지
함양산삼축제,127.50122731090528,36.10015034144786,6,875.6333333333333,,,,500,2차 목적지
호텔아트,127.50122731090528,36.10015034144786,6,1647.1,,,,500,2차 목적지
호텔싸이,127.50122731090528,36.10015034144786,6,909.55,,,,500,2차 목적지
홍성남당항대하축제,127.50122731090528,36.10015034144786,6,771.4083333333333,,,,500,2차 목적지
12폭포,127.50122731090528,36.10015034144786,5,357.5416666666667,,,,500,2차 목적지
KT인재개발원,127.50122731090528,36.10015034144786,5,469.16666666666674,,,,500,2차 목적지
성락프라자,127.50122731090528,36.10015034144786,5,725.0666666666666,,,,500,2차 목적지
삼시세끼/[한식],127.50122731090528,36.10015034144786,5,452.8541666666667,,,,500,2차 목적지
황토집사람들/[한식],127.49682863286772,36.1008166030129,5,612.5500000000001,,,,500,2차 목적지
효사랑가족요양병원,127.49682863286772,36.1008166030129,5,286.1111111111111,,,,500,2차 목적지
호텔오노마/대전,127.50122731090528,36.10015034144786,5,455.08333333333337,,,,500,2차 목적지
고산미소시장,127.50122731090528,36.10015034144786,5,776.2708333333333,,,,500,2차 목적지
복현종합시장,127.50122731090528,36.10015034144786,5,607.8541666666666,,,,500,2차 목적지
블루베리펜션,127.50122731090528,36.10015034144786,5,482.2833333333333,,,,500,2차 목적지
리치베로니마트,127.498094564583,36.1005729437636,5,65.125,,,,500,2차 목적지
리치베로니마트,127.489951176288,36.1027724444225,5,148.1388888888889,,,,500,2차 목적지
리홈쿠첸서비스센터/청주점,127.50122731090528,36.10015034144786,5,678.0833333333334,,,,500,2차 목적지
울엄마양평해장국/금산점,127.500894690766,36.0986063152525,5,822.8333333333335,,,,500,2차 목적지
바르비종베이커리카페,127.50122731090528,36.10015034144786,5,1069.7333333333331,,,,500,2차 목적지
보은대추축제,127.49682863286772,36.1008166030129,5,1431.1944444444443,,,,500,2차 목적지
안동하회마을,127.50122731090528,36.10015034144786,5,716.6041666666667,,,,500,2차 목적지
안성시티호텔,127.50122731090528,36.10015034144786,5,301.6944444444444,,,,500,2차 목적지
에스에스가구,127.49682863286772,36.1008166030129,5,547.3833333333333,,,,500,2차 목적지
무주덕유산리조트곤돌라,127.49682863286772,36.1008166030129,5,1142.375,,,,500,2차 목적지
발렌타인주점,127.50122731090528,36.10015034144786,5,655.5833333333334,,,,500,2차 목적지
쌍둥이네,127.496728371133,36.1009671338844,5,92.8611111111111,,,,500,2차 목적지
영약국,127.50122731090528,36.10015034144786,5,382.35416666666663,,,,500,2차 목적지
메가커피/금산점,127.492978673329,36.104216743096,5,379.22916666666663,,,,500,2차 목적지
아우내본가순대,127.49682863286772,36.1008166030129,5,1211.0833333333333,,,,500,2차 목적지
아지트,127.50122731090528,36.10015034144786,5,994.85,,,,500,2차 목적지
광성계량소,127.49682863286772,36.1008166030129,5,1130.2083333333335,,,,500,2차 목적지
충청남도역사박물관,127.49682863286772,36.1008166030129,5,167.45833333333334,,,,500,2차 목적지
구드래선착장,127.50122731090528,36.10015034144786,5,603.4000000000001,,,,500,2차 목적지
하나로마트/금산농협비호점,127.498094564583,36.1005729437636,5,94.38888888888889,,,,500,2차 목적지
풀문,127.50122731090528,36.10015034144786,5,388.98333333333335,,,,500,2차 목적지
금산양조장,127.49682863286772,36.1008166030129,5,1155.8166666666668,,,,500,2차 목적지
동탄이엠365의원,127.496214,36.1040829,5,4488.833333333333,,,,500,2차 목적지
드리오리/갈마동지점,127.50122731090528,36.10015034144786,5,1509.5625,,,,500,2차 목적지
장수고을,127.50122731090528,36.10015034144786,5,647.8666666666666,,,,500,2차 목적지
제이모텔,127.49682863286772,36.1008166030129,5,1328.0624999999998,,,,500,2차 목적지
금산수삼시장,127.50122731090528,36.10015034144786,5,683.6833333333333,,,,500,2차 목적지
네파/청주사직점,127.49682863286772,36.1008166030129,5,729.2916666666667,,,,500,2차 목적지
논산명재고택,127.50122731090528,36.10015034144786,5,395.1,,,,500,2차 목적지
이본가,127.50122731090528,36.10015034144786,5,523.2833333333334,,,,500,2차 목적지
진주남강유등축제/진주공설운동장 임시주차장1,127.49682863286772,36.1008166030129,5,794.1111111111111,,,,500,2차 목적지
채석강,127.50122731090528,36.10015034144786,5,388.43333333333334,,,,500,2차 목적지
패션아일랜드/대전점,127.498450423532,36.1029113681205,5,206.66666666666669,,,,500,2차 목적지
태고사,127.50122731090528,36.10015034144786,5,834.85,,,,500,2차 목적지
하늘물빛정원,127.500894690766,36.0986063152525,5,1279.4583333333335,,,,500,2차 목적지
메가커피/금산점,127.49908927601244,36.10068940164788,4,531.7,,,,500,2차 목적지
만인산자연휴양림,127.496339523648,36.1001894419744,4,330.01666666666665,대전 동구 하소동 460-2,127.45511076795763,36.20218059827905,500,2차 목적지
오렌지모텔,127.50122731090528,36.10015034144786,4,979.6,,,,500,2차 목적지
오디너리베이크샵,127.50122731090528,36.10015034144786,4,999.65,,,,500,2차 목적지
용담댐조각공원,127.49682863286772,36.1008166030129,4,256.51666666666665,,,,500,2차 목적지
아산마트/오창점,127.50122731090528,36.10015034144786,4,793.4222222222224,,,,500,2차 목적지
세븐무인텔,127.50122731090528,36.10015034144786,4,728.9333333333333,,,,500,2차 목적지
송주미술관카페,127.495367365558,36.102605828863,4,634.4666666666667,,,,500,2차 목적지
롯데아울렛/부여점,127.49682863286772,36.1008166030129,4,454.19999999999993,,,,500,2차 목적지
부소담악,127.50122731090528,36.10015034144786,4,791.1111111111112,,,,500,2차 목적지
비응항,127.50122731090528,36.10015034144786,4,551.0,,,,500,2차 목적지
우리병원,127.49682863286772,36.1008166030129,4,165.5,,,,500,2차 목적지
우리들공원,127.50122731090528,36.10015034144786,4,832.4,,,,500,2차 목적지
마들렌호텔,127.50122731090528,36.10015034144786,4,627.6333333333333,,,,500,2차 목적지
금산산림문화타운,127.49682863286772,36.1008166030129,4,922.4666666666667,,,,500,2차 목적지
하나로마트/진안농협본점,127.496339523648,36.1001894419744,4,299.6666666666667,,,,500,2차 목적지
하이힐무인호텔,127.49894033593864,36.10132456713775,4,2005.2,,,,500,2차 목적지
평택시장애인회관,127.50122731090528,36.10015034144786,4,1177.6666666666665,,,,500,2차 목적지
금산세계인삼엑스포,127.49682863286772,36.1008166030129,4,1258.111111111111,,,,500,2차 목적지
낙지마을,127.50122731090528,36.10015034144786,4,657.8333333333333,,,,500,2차 목적지
금산군파크골프장,127.49682863286772,36.1008166030129,4,209.5,,,,500,2차 목적지
굿타임모텔,127.50122731090528,36.10015034144786,4,542.45,,,,500,2차 목적지
광성식당/[한식],127.50122731090528,36.10015034144786,4,390.68888888888887,,,,500,2차 목적지
광주식자재마트,127.50122731090528,36.10015034144786,4,463.2833333333333,,,,500,2차 목적지
깻잎마트,127.50122731090528,36.10015034144786,4,446.9666666666667,,,,500,2차 목적지
금산인삼호텔,127.497533851206,36.1014393073604,4,196.15555555555557,,,,500,2차 목적지
금산효사랑요양병원,127.49682863286772,36.1008166030129,4,415.48333333333335,,,,500,2차 목적지
이응다리,127.50122731090528,36.10015034144786,4,96.58333333333336,,,,500,2차 목적지
이안레지던스호텔,127.50122731090528,36.10015034144786,4,465.0444444444444,,,,500,2차 목적지
일천지원,127.49908927601244,36.10068940164788,4,263.4,,,,500,2차 목적지
일신당한의원,127.50122731090528,36.10015034144786,4,714.1333333333333,,,,500,2차 목적지
원골힐링캠프,127.50120020550725,36.100133921641614,4,317.3833333333333,,,,500,2차 목적지
대구중구보건소,127.50120020550725,36.100133921641614,4,1161.15,,,,500,2차 목적지
남촌가든,127.49682863286772,36.1008166030129,4,247.41666666666669,,,,500,2차 목적지
도마큰시장,127.495367365558,36.102605828863,4,1164.4333333333332,,,,500,2차 목적지
적벽강,127.50122731090528,36.10015034144786,4,204.66666666666663,,,,500,2차 목적지
장태산산너울펜션,127.49682863286772,36.1008166030129,4,462.6,,,,500,2차 목적지
제일슈퍼,127.49682863286772,36.1008166030129,4,588.3333333333333,,,,500,2차 목적지
제일치킨/모현점,127.49682863286772,36.1008166030129,4,377.2833333333333,,,,500,2차 목적지
자연파크여관,127.4947007646038,36.10185590993167,4,835.8,,,,500,2차 목적지
세븐일레븐/천안두정센터점,127.498894841732,36.1014670900878,4,188.73333333333335,,,,500,2차 목적지
세종호수공원,127.50122731090528,36.10015034144786,4,697.5,,,,500,2차 목적지
솔솔송어장,127.490701142563,36.0991617471934,4,208.0222222222222,,,,500,2차 목적지
물텀벙아구찜,127.50122731090528,36.10015034144786,4,275.9555555555555,,,,500,2차 목적지
목포연안여객선터미널,127.49682863286772,36.1008166030129,4,242.15555555555557,,,,500,2차 목적지
홍유스파랜드,127.50122731090528,36.10015034144786,4,751.5555555555557,,,,500,2차 목적지
화성행궁,127.50122731090528,36.10015034144786,4,651.0,,,,500,2차 목적지
고산미소한우/본점,127.49682863286772,36.1008166030129,4,913.8444444444444,,,,500,2차 목적지
CGV/대전터미널,127.49682863286772,36.1008166030129,4,496.68888888888887,,,,500,2차 목적지
세광그린텍,127.50122731090528,36.10015034144786,4,312.2833333333333,,,,500,2차 목적지
산청한방약초축제,127.49682863286772,36.1008166030129,4,428.98333333333335,,,,500,2차 목적지
한밭제일교회,127.50120020550725,36.100133921641614,4,507.41666666666663,,,,500,2차 목적지
안의원조갈비집,127.49682863286772,36.1008166030129,4,278.8,,,,500,2차 목적지
송악화물천막장비백화점,127.50122731090528,36.10015034144786,4,946.1,,,,500,2차 목적지
아름다운교회,127.50122731090528,36.10015034144786,4,195.46666666666667,,,,500,2차 목적지
모텔체리의향기,127.49682863286772,36.1008166030129,4,1012.1166666666667,,,,500,2차 목적지
백제문화제/(공주),127.50122731090528,36.10015034144786,4,503.6,,,,500,2차 목적지
경하온천호텔,127.50122731090528,36.10015034144786,4,226.83333333333334,,,,500,2차 목적지
강경대흥시장,127.50122731090528,36.10015034144786,4,452.66666666666663,,,,500,2차 목적지
딜쿠샤,127.50122731090528,36.10015034144786,4,410.26666666666665,,,,500,2차 목적지
장춘관/[중식],127.50122731090528,36.10015034144786,4,246.1,,,,500,2차 목적지
대둔산도립공원,127.496339523648,36.1001894419744,4,239.9333333333333,,,,500,2차 목적지
증평인삼골축제,127.50122731090528,36.10015034144786,4,263.40000000000003,,,,500,2차 목적지
김천식당,127.493062017351,36.1022169703536,4,24.883333333333336,,,,500,2차 목적지
국립공주대학교/공주신관캠퍼스,127.49682863286772,36.1008166030129,4,103.83333333333331,,,,500,2차 목적지
정안알밤휴게소/천안방향 [천안논산선],127.49682863286772,36.1008166030129,4,697.3333333333333,,,,500,2차 목적지
저곡식당,127.49682863286772,36.1008166030129,4,325.4,,,,500,2차 목적지
전민동성당,127.50122731090528,36.10015034144786,4,357.33333333333337,,,,500,2차 목적지
금산수삼센터,127.50192188923415,36.10277184912651,4,448.5,,,,500,2차 목적지
조은안과의원,127.4947007646038,36.10185590993167,4,858.0,,,,500,2차 목적지
극동잔넬,127.50122731090528,36.10015034144786,4,374.8,,,,500,2차 목적지
토마루해물칼국수,127.50122731090528,36.10015034144786,4,-187.11666666666667,,,,500,2차 목적지
토담/[한식],127.50122731090528,36.10015034144786,4,565.3555555555555,,,,500,2차 목적지
