frst_next_dstn_nm,dstn_coord_x,dstn_coord_y,vst_cnt,sum_stay_min,second_dstn_addr,second_dstn_x,second_dstn_y,영역 구분,목적지 구분
극동잔넬,127.50122731090528,36.10015034144786,4,374.8,,,,0,2차 목적지
금산군파크골프장,127.49682863286772,36.1008166030129,4,209.5,,,,0,2차 목적지
하나로마트/진안농협본점,127.496339523648,36.1001894419744,4,299.6666666666667,,,,0,2차 목적지
하이힐무인호텔,127.49894033593864,36.10132456713775,4,2005.2,,,,0,2차 목적지
한밭제일교회,127.50120020550725,36.100133921641614,4,507.41666666666663,,,,0,2차 목적지
아산마트/오창점,127.50122731090528,36.10015034144786,4,793.4222222222224,,,,0,2차 목적지
아름다운교회,127.50122731090528,36.10015034144786,4,195.46666666666667,,,,0,2차 목적지
물텀벙아구찜,127.50122731090528,36.10015034144786,4,275.9555555555555,,,,0,2차 목적지
목포연안여객선터미널,127.49682863286772,36.1008166030129,4,242.15555555555557,,,,0,2차 목적지
모텔체리의향기,127.49682863286772,36.1008166030129,4,1012.1166666666667,,,,0,2차 목적지
저곡식당,127.49682863286772,36.1008166030129,4,325.4,,,,0,2차 목적지
이안레지던스호텔,127.50122731090528,36.10015034144786,4,465.0444444444444,,,,0,2차 목적지
이응다리,127.50122731090528,36.10015034144786,4,96.58333333333336,,,,0,2차 목적지
세광그린텍,127.50122731090528,36.10015034144786,4,312.2833333333333,,,,0,2차 목적지
세븐무인텔,127.50122731090528,36.10015034144786,4,728.9333333333333,,,,0,2차 목적지
송주미술관카페,127.495367365558,36.102605828863,4,634.4666666666667,,,,0,2차 목적지
송악화물천막장비백화점,127.50122731090528,36.10015034144786,4,946.1,,,,0,2차 목적지
세종호수공원,127.50122731090528,36.10015034144786,4,697.5,,,,0,2차 목적지
세븐일레븐/천안두정센터점,127.498894841732,36.1014670900878,4,188.73333333333335,,,,0,2차 목적지
